"","X","INSTNM","SATVR25","SATVRMID","SATVR75","SATMT25","SATMTMID","SATMT75","SATWR25","SATWRMID","SATWR75","TUITIONFEE_IN","TUITIONFEE_OUT","ACTCM25","ACTCM75","ACTCMMID","PCIP01","PCIP03","PCIP04","PCIP05","PCIP09","PCIP10","PCIP11","PCIP12","PCIP13","PCIP14","PCIP15","PCIP16","PCIP19","PCIP22","PCIP23","PCIP24","PCIP25","PCIP26","PCIP27","PCIP29","PCIP30","PCIP31","PCIP38","PCIP39","PCIP40","PCIP41","PCIP42","PCIP43","PCIP44","PCIP45","PCIP46","PCIP47","PCIP48","PCIP49","PCIP50","PCIP51","PCIP52","PCIP54","LATITUDE","LONGITUDE","HIGHDEG","HIGHDEG_1","undergrad.profile","twoorfour","partorfull","loworhigh","two.year","four.year","part.time","full.time","transfer.high","transfer.low"
"400",401,"Center for Natural Wellness School of Massage Therapy",460,550,770,400,580,640,500,590,660,7336,18469,25,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42.72093,-73.805687,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"401",402,"Ace Computer Training Center",330,540,730,540,560,600,470,570,700,7648,19575,19,26,25,0,0,0,0,0,0,0.4667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5333,0,0,40.715882,-73.843281,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"402",403,"New Age Training",520,490,750,540,610,630,410,500,700,8979,25495,19,31,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.748278,-73.99151,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"403",404,"LIU Riverhead",420,510,620,560,610,800,480,540,670,10993,22754,23,25,25,0,0,0,0,0.2609,0,0,0,0.7391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.876143,-72.6991,4,"Graduate degree",7,"Four Year","Full Time","High",0,1,0,1,1,0
"404",405,"Talmudical Seminary of Bobov",510,500,570,300,580,640,520,500,610,7100,7100,23,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.634729,-73.995267,3,"Bachelor's degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"405",406,"New York Methodist Hospital Center for Allied Health Education",380,530,670,550,540,570,310,500,660,21525,21525,22,35,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.608669,-73.959024,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"406",407,"Monroe 2 Orleans BOCES-Center for Workforce Development",470,540,590,560,500,700,360,570,760,8882,22097,22,26,23,0,0,0,0,0,0,0.0984,0,0,0,0.1366,0,0,0.0273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0984,0,0.0874,0,0,0.5027,0.0492,0,43.152828,-77.743851,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"407",408,"The King’s College",520,580,640,480,530,580,520,570,620,32300,32300,23,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,40.639967,-74.117851,3,"Bachelor's degree",14,"Four Year","Full Time","Low",0,1,0,0,0,1
"408",409,"Career School of NY",470,580,690,470,550,770,500,540,730,9327,28863,19,29,26,0,0,0,0,0,0,0,0.4224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5776,0,0,40.641352,-74.078168,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"409",410,"John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry",330,500,640,490,610,630,450,600,590,8994,18186,19,34,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.02103,-73.840692,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"410",411,"Yeshiva of Machzikai Hadas",510,490,670,510,590,720,360,510,660,7300,7300,24,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.638341,-73.987833,3,"Bachelor's degree",10,"Four Year","Full Time","Low",0,1,0,1,0,1
"411",412,"EDP School of Computer Programming",480,590,610,400,590,670,350,510,570,11214,30927,22,32,27,0,0,0,0,0,0,0,0,0.0632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9368,0,0,40.58605,-73.952901,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"412",413,"New York Medical Career Training Center",450,550,670,380,520,740,330,560,720,6663,14370,21,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.76271,-73.83133,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"413",414,"Institute of Culinary Education",480,540,720,560,520,640,520,540,570,9966,32084,25,36,24,0,0,0,0,0,0,0,0.9469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531,0,40.71325,-74.015681,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"414",415,"New Life Business Institute",540,510,700,490,550,670,540,530,580,9842,29306,19,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.70346,-73.79816,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"415",416,"The Salon Professional Academy-Tonawanda",510,490,670,420,560,590,500,590,610,10191,23607,25,25,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.98213,-78.826651,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"416",417,"Onondaga School of Therapeutic Massage-Syracuse",460,590,610,480,570,560,530,580,650,10074,24910,22,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43.0477,-76.140431,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"417",418,"Academy of Cosmetology and Esthetics NYC",380,550,730,520,510,730,480,520,620,8479,18463,21,30,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.57328,-74.114451,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"418",419,"Finger Lakes School of Massage",440,550,620,430,510,630,490,590,630,10415,28120,24,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42.46505,-76.535081,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"419",420,"SAE Institute of Technology-New York",410,590,540,420,570,640,380,500,620,9257,33194,23,35,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.741514,-73.999016,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"420",422,"Hair Design Institute at Fifth Avenue-New York",540,530,610,530,540,710,330,550,790,9558,23110,20,33,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.753,-73.992411,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"421",423,"Onondaga School of Therapeutic Massage-Rochester",340,540,580,440,610,770,530,540,620,7200,14578,22,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43.15865,-77.583691,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"422",425,"Mildred Elley-New York Campus",530,590,580,440,580,780,430,580,660,12165,12165,25,31,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.70574,-74.014001,2,"Associate degree",4,"Two Year","Full Time","Low",1,0,0,1,0,0
"423",426,"The Collective School Of Music",490,510,580,550,540,770,360,590,720,30250,30250,22,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40.7379,-73.996851,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"424",427,"Manhattan Institute",440,560,610,560,530,660,450,570,610,10096,22585,20,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.749379,-73.986698,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"425",428,"Atelier Esthetique Institute of Esthetics",340,510,560,300,610,650,400,500,660,7665,25423,22,26,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73814,-73.999581,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"426",429,"Long Island Nail & Skin Care Institute",530,530,540,410,510,590,460,510,660,10215,22886,22,36,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.725677,-73.498794,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"427",430,"Continental School of Beauty Culture-Mattydale",540,510,590,530,570,570,510,550,570,9634,30498,23,29,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.1063,-76.148481,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"428",431,"MarJon School of Beauty ltd-Lockport",340,590,650,300,500,700,490,540,590,9463,28708,21,32,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.17038,-78.688721,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"429",432,"Relay Graduate School of Education",470,510,540,550,610,660,530,560,630,7668,18922,23,34,23,0.0443,0.0334,0.0441,0.024,0.0251,0.0111,0.0294,0.0037,0.0314,0.0048,0.0073,0.013,0.0204,0.0318,0.0492,0.0319,0.0502,0.0148,0.0053,0.0082,0.0149,0.0053,0.015,0.0183,0.0217,0.0412,0.0117,0.0525,7e-04,0.0391,0.0374,0.0347,0.0338,0.0335,0.0368,0.0225,0.0513,0.0466,40.74044,-73.993381,4,"Graduate degree",0,"Four Year","Full Time","Low",0,0,0,0,0,0
"430",433,"New York School of Esthetics & Day Spa",370,590,610,430,530,780,520,560,640,8448,25153,19,30,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.07663,-73.857761,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"431",434,"Christie's Education",350,490,540,470,540,640,530,530,640,8428,30967,23,32,27,0.0082,0.0504,0.0237,0.0031,0.0434,0.0391,0.0351,0.0266,0.0157,0.0374,0.0159,0.0133,0.0044,0.0314,0.0029,0.0168,0.0253,0.0109,0.0489,0.0225,0.0191,0.0224,0.0332,0.0191,9e-04,0.0469,0.0404,0.0359,0.0247,0.0145,0.0109,0.0366,0.0467,0.0284,0.0393,0.0446,0.052,0.0091,40.7543,-73.981851,4,"Graduate degree",0,"Four Year","Full Time","Low",0,0,0,0,0,0
"432",435,"Stella and Charles Guttman Community College",420,500,700,480,600,660,500,560,700,4842,7542,25,27,23,0.01,0.0284,0.0508,0.0124,0.0046,0.0402,0.0334,0.0022,0.0421,0.0026,0.0308,0.0405,0.0147,0.0406,0.042,0.0485,0.0145,0.0433,0.0463,0.0309,0.0047,0.0195,0.0318,0.0072,0.0265,0.0069,0.0058,0.0383,0.055,0.0091,0.0334,0.0539,0.0323,0.0189,0.0197,0.0172,0.0359,0.005,40.75281,-73.984131,0,"Non-degree-granting",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"433",436,"Miami Ad School-New York",520,570,650,400,570,680,550,600,650,17400,17400,22,34,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.75502,-73.924961,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"434",437,"Access Careers",500,530,690,540,570,690,300,590,740,8954,32233,19,26,24,0,0,0,0,0,0,0.0183,0,0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976,0,0,40.68946,-73.984111,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"435",438,"Long Island Barber Institute",460,550,620,520,570,610,440,600,660,8884,31388,19,26,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.69983,-73.615341,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"436",439,"Be'er Yaakov Talmudic Seminary",340,580,560,510,520,600,400,530,760,8350,8350,19,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.139404,-74.028483,3,"Bachelor's degree",10,"Four Year","Full Time","Low",0,1,0,1,0,1
"437",440,"Aesthetic Science Institute",420,550,650,380,600,670,520,500,680,10378,20915,20,35,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.771267,-73.822225,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"438",441,"Leon Studio One School of Hair Design & Career Training Center",380,530,760,530,530,560,500,530,670,9797,20432,21,35,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.02318,-78.873841,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"439",442,"Digital Film Academy",520,540,580,490,540,690,490,600,570,9284,22466,23,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40.760002,-73.991441,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"440",443,"Bryant & Stratton College-Online",490,490,730,520,570,770,440,510,800,13533,13533,20,33,23,0,0,0,0,0,0.0265,0.0504,0,0,0,0,0,0,0.1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1114,0,0,0,0,0,0,0,0.3979,0.3103,0,42.790477,-78.769037,3,"Bachelor's degree",7,"Four Year","Full Time","High",0,1,0,1,1,0
"441",444,"Sotheby's Institute of Art-NY",450,530,600,470,600,590,530,600,770,8889,20877,19,28,23,0.0284,0.0351,0.0059,0.0511,3e-04,0.0108,0.0289,0.0245,0.0459,0.0295,0.0173,4e-04,0.02,0.0277,0.046,0.004,0.0516,0.0289,0.0384,0.0176,0.0157,0.039,0.0445,0.0439,0.0145,0.0252,0.0201,0.0482,0.0106,0.0517,0.0203,0.0481,0.0124,0.0095,0.0123,0.0092,0.0102,0.0523,40.68897,-73.937381,4,"Graduate degree",0,"Four Year","Full Time","Low",0,0,0,0,0,0
"442",445,"American Academy of Personal Training",530,540,660,400,530,690,460,590,640,11610,25075,24,31,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73785,-73.998971,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"443",446,"New York Institute of Beauty",500,560,580,550,510,620,360,590,660,9338,21632,23,28,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.80235,-73.189261,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"444",447,"Cactus Academy",520,570,720,430,610,620,430,540,590,11448,29092,24,33,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73961,-73.614181,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"445",448,"Sharp Edgez Barber Institute",460,560,550,500,540,710,560,560,560,5941,30733,19,34,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.140489,-77.605023,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"446",449,"Yeshiva Gedolah Kesser Torah",510,520,580,490,540,670,450,510,660,10200,10200,21,32,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.12494,-74.068551,3,"Bachelor's degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"447",450,"Empire Beauty School-Rochester",520,500,580,530,520,660,550,550,740,7914,21672,23,26,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.21531,-77.729991,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"448",451,"Arrojo Cosmetology School",440,490,590,510,520,600,560,540,680,9189,18687,22,27,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.727795,-74.004892,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"449",452,"DeVry College of New York",540,530,610,400,610,740,490,580,690,16888,16888,21,25,23,0,0,0,0,0,0,0.3472,0,0,0,0.1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4583,0,40.7476,-73.983127,4,"Graduate degree",7,"Four Year","Full Time","High",0,1,0,1,1,0
"450",453,"Electrical Training Center",460,550,650,360,550,620,500,500,600,7841,20482,24,28,26,0,0,0,0,0,0,0,0,0,0.7241,0.2759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.68032,-73.404971,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"451",455,"Grace International Beauty School",380,530,680,520,550,600,340,560,680,6625,14672,25,31,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.75904,-73.828461,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"452",456,"Alliance Computing Solutions",400,560,640,530,560,630,510,550,600,10064,23875,2,32,25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6711,0.0789,0,40.76156,-73.831481,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"453",457,"Paul Mitchell the School-Schenectady",500,520,570,430,580,650,410,550,570,15005,33089,24,26,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.81348,-73.941781,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"454",458,"Branford Hall Career Institute-Amityville",520,490,640,470,520,610,550,540,570,9708,25150,19,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.70404,-73.428351,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"455",459,"Empire Beauty School-Buffalo",410,520,640,520,610,710,470,570,570,8442,23685,25,36,24,0.023,0.0372,0.011,0.0254,0.028,0.0396,0.044,0.0426,0.02,0.0233,0.0025,0.0054,0.0396,0.0484,0.0209,0.007,0.0255,0.0496,0.0412,0.031,0.0381,0.0102,0.0345,0.0338,0.0496,0.0206,0.0239,0.011,0.0177,0.0381,0.043,0.0353,0.0026,0.006,0.0462,0.0115,0.0019,0.0108,42.9081,-78.755101,0,"Non-degree-granting",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
